detected,status,numberOfTestsRun,sourceFile,mutatedClass,mutatedMethod,methodDescription,lineNumber,mutator,indexes,blocks,killingTest,description,project,version,target_mode,source_xml,local_index,killed,mutant_id
True,KILLED,1,MutableDouble.java,org.apache.commons.lang3.mutable.MutableDouble,add,(Ljava/lang/Number;)V,168,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.lang3.mutable.MutableDoubleTest.testAddValueObject(org.apache.commons.lang3.mutable.MutableDoubleTest),Replaced double addition with subtraction,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9034,True,Lang_6f_full_9034
True,KILLED,1,MutableDouble.java,org.apache.commons.lang3.mutable.MutableDouble,doubleValue,()D,231,org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,,,org.apache.commons.lang3.mutable.MutableDoubleTest.testSubtractValueObject(org.apache.commons.lang3.mutable.MutableDoubleTest),replaced double return with 0.0d for org/apache/commons/lang3/mutable/MutableDouble::doubleValue,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9037,True,Lang_6f_full_9037
True,KILLED,1,StringUtils.java,org.apache.commons.lang3.StringUtils,removeEndIgnoreCase,(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,4184,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,,,org.apache.commons.lang3.StringUtilsTest.testRemoveEndIgnoreCase(org.apache.commons.lang3.StringUtilsTest),"replaced return value with """" for org/apache/commons/lang3/StringUtils::removeEndIgnoreCase",Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,904,True,Lang_6f_full_904
True,KILLED,1,MutableDouble.java,org.apache.commons.lang3.mutable.MutableDouble,floatValue,()F,221,org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,,,org.apache.commons.lang3.mutable.MutableDoubleTest.testPrimitiveValues(org.apache.commons.lang3.mutable.MutableDoubleTest),replaced float return with 0.0f for org/apache/commons/lang3/mutable/MutableDouble::floatValue,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9041,True,Lang_6f_full_9041
True,KILLED,1,DurationFormatUtils.java,org.apache.commons.lang3.time.DurationFormatUtils$Token,equals,(Ljava/lang/Object;)Z,631,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanFalseReturnValsMutator,,,org.apache.commons.lang3.time.DurationFormatUtilsTest.testLexx(org.apache.commons.lang3.time.DurationFormatUtilsTest),replaced boolean return with false for org/apache/commons/lang3/time/DurationFormatUtils$Token::equals,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9068,True,Lang_6f_full_9068
False,SURVIVED,1,DurationFormatUtils.java,org.apache.commons.lang3.time.DurationFormatUtils$Token,equals,(Ljava/lang/Object;)Z,635,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,,,,replaced boolean return with true for org/apache/commons/lang3/time/DurationFormatUtils$Token::equals,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9074,False,Lang_6f_full_9074
True,KILLED,1,ConstructorUtils.java,org.apache.commons.lang3.reflect.ConstructorUtils,getMatchingAccessibleConstructor,(Ljava/lang/Class;[Ljava/lang/Class;)Ljava/lang/reflect/Constructor;,263,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.reflect.ConstructorUtilsTest.testNullArgument(org.apache.commons.lang3.reflect.ConstructorUtilsTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9085,True,Lang_6f_full_9085
True,KILLED,1,ConstructorUtils.java,org.apache.commons.lang3.reflect.ConstructorUtils,getMatchingAccessibleConstructor,(Ljava/lang/Class;[Ljava/lang/Class;)Ljava/lang/reflect/Constructor;,266,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.reflect.ConstructorUtilsTest.testNullArgument(org.apache.commons.lang3.reflect.ConstructorUtilsTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9086,True,Lang_6f_full_9086
True,KILLED,1,ConstructorUtils.java,org.apache.commons.lang3.reflect.ConstructorUtils,getMatchingAccessibleConstructor,(Ljava/lang/Class;[Ljava/lang/Class;)Ljava/lang/reflect/Constructor;,279,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,,,org.apache.commons.lang3.reflect.ConstructorUtilsTest.testNullArgument(org.apache.commons.lang3.reflect.ConstructorUtilsTest),replaced return value with null for org/apache/commons/lang3/reflect/ConstructorUtils::getMatchingAccessibleConstructor,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9092,True,Lang_6f_full_9092
True,KILLED,1,ConstructorUtils.java,org.apache.commons.lang3.reflect.ConstructorUtils,invokeConstructor,(Ljava/lang/Class;[Ljava/lang/Object;)Ljava/lang/Object;,81,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.reflect.ConstructorUtilsTest.testInvokeConstructor(org.apache.commons.lang3.reflect.ConstructorUtilsTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9093,True,Lang_6f_full_9093
True,KILLED,1,ConstructorUtils.java,org.apache.commons.lang3.reflect.ConstructorUtils,invokeExactConstructor,(Ljava/lang/Class;[Ljava/lang/Object;)Ljava/lang/Object;,145,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.reflect.ConstructorUtilsTest.testInvokeExactConstructor(org.apache.commons.lang3.reflect.ConstructorUtilsTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9099,True,Lang_6f_full_9099
True,KILLED,1,StringUtils.java,org.apache.commons.lang3.StringUtils,removeStart,(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,4077,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,,,org.apache.commons.lang3.StringUtilsTest.testRemoveStart(org.apache.commons.lang3.StringUtilsTest),"replaced return value with """" for org/apache/commons/lang3/StringUtils::removeStart",Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,910,True,Lang_6f_full_910
True,KILLED,1,MutableLong.java,org.apache.commons.lang3.mutable.MutableLong,toLong,()Ljava/lang/Long;,222,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,,,org.apache.commons.lang3.mutable.MutableLongTest.testToLong(org.apache.commons.lang3.mutable.MutableLongTest),replaced Long return value with 0L for org/apache/commons/lang3/mutable/MutableLong::toLong,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9127,True,Lang_6f_full_9127
True,KILLED,1,MutableShort.java,org.apache.commons.lang3.mutable.MutableShort,add,(Ljava/lang/Number;)V,149,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.lang3.mutable.MutableShortTest.testAddValueObject(org.apache.commons.lang3.mutable.MutableShortTest),Replaced integer addition with subtraction,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9129,True,Lang_6f_full_9129
True,KILLED,1,MutableShort.java,org.apache.commons.lang3.mutable.MutableShort,compareTo,(Lorg/apache/commons/lang3/mutable/MutableShort;)I,272,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,,,org.apache.commons.lang3.mutable.MutableShortTest.testCompareTo(org.apache.commons.lang3.mutable.MutableShortTest),changed conditional boundary,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9131,True,Lang_6f_full_9131
True,KILLED,1,MutableShort.java,org.apache.commons.lang3.mutable.MutableShort,equals,(Ljava/lang/Object;)Z,249,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,,,org.apache.commons.lang3.mutable.MutableShortTest.testEquals(org.apache.commons.lang3.mutable.MutableShortTest),replaced boolean return with true for org/apache/commons/lang3/mutable/MutableShort::equals,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9140,True,Lang_6f_full_9140
True,KILLED,1,MutableShort.java,org.apache.commons.lang3.mutable.MutableShort,subtract,(Ljava/lang/Number;)V,170,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.lang3.mutable.MutableShortTest.testSubtractValueObject(org.apache.commons.lang3.mutable.MutableShortTest),Replaced integer subtraction with addition,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9148,True,Lang_6f_full_9148
True,KILLED,1,MutableByte.java,org.apache.commons.lang3.mutable.MutableByte,equals,(Ljava/lang/Object;)Z,246,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.mutable.MutableByteTest.testEquals(org.apache.commons.lang3.mutable.MutableByteTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9161,True,Lang_6f_full_9161
True,KILLED,1,MutableByte.java,org.apache.commons.lang3.mutable.MutableByte,equals,(Ljava/lang/Object;)Z,247,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,,,org.apache.commons.lang3.mutable.MutableByteTest.testEquals(org.apache.commons.lang3.mutable.MutableByteTest),replaced boolean return with true for org/apache/commons/lang3/mutable/MutableByte::equals,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9163,True,Lang_6f_full_9163
True,KILLED,1,MutableFloat.java,org.apache.commons.lang3.mutable.MutableFloat,decrement,()V,146,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.lang3.mutable.MutableFloatTest.testDecrement(org.apache.commons.lang3.mutable.MutableFloatTest),Replaced float subtraction with addition,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9178,True,Lang_6f_full_9178
True,KILLED,1,StringUtils.java,org.apache.commons.lang3.StringUtils,repeat,(CI)Ljava/lang/String;,5070,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.lang3.StringUtilsTest.testLeftPad_StringInt(org.apache.commons.lang3.StringUtilsTest),Replaced integer subtraction with addition,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,919,True,Lang_6f_full_919
True,KILLED,1,StringUtils.java,org.apache.commons.lang3.StringUtils,repeat,(CI)Ljava/lang/String;,5070,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.StringUtilsTest.testLeftPad_StringInt(org.apache.commons.lang3.StringUtilsTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,920,True,Lang_6f_full_920
True,KILLED,1,SystemUtils.java,org.apache.commons.lang3.SystemUtils,isOSMatch,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Z,1426,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,,,org.apache.commons.lang3.SystemUtilsTest.testOSMatchesNameAndVersion(org.apache.commons.lang3.SystemUtilsTest),replaced boolean return with true for org/apache/commons/lang3/SystemUtils::isOSMatch,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9214,True,Lang_6f_full_9214
True,KILLED,1,MutableInt.java,org.apache.commons.lang3.mutable.MutableInt,equals,(Ljava/lang/Object;)Z,239,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,,,org.apache.commons.lang3.mutable.MutableIntTest.testEquals(org.apache.commons.lang3.mutable.MutableIntTest),replaced boolean return with true for org/apache/commons/lang3/mutable/MutableInt::equals,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9230,True,Lang_6f_full_9230
False,SURVIVED,4,FormattableUtils.java,org.apache.commons.lang3.text.FormattableUtils,append,(Ljava/lang/CharSequence;Ljava/util/Formatter;IIICLjava/lang/CharSequence;)Ljava/util/Formatter;,139,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,,,,changed conditional boundary,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9246,False,Lang_6f_full_9246
True,KILLED,3,StringUtils.java,org.apache.commons.lang3.StringUtils,repeat,(Ljava/lang/String;I)Ljava/lang/String;,4994,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.lang3.StringUtilsTest.testRepeat_StringInt(org.apache.commons.lang3.StringUtilsTest),Replaced integer multiplication with division,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,927,True,Lang_6f_full_927
True,KILLED,1,MutableBoolean.java,org.apache.commons.lang3.mutable.MutableBoolean,isTrue,()Z,110,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,,,org.apache.commons.lang3.mutable.MutableBooleanTest.testGetSet(org.apache.commons.lang3.mutable.MutableBooleanTest),replaced boolean return with true for org/apache/commons/lang3/mutable/MutableBoolean::isTrue,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9299,True,Lang_6f_full_9299
True,KILLED,1,OctalUnescaper.java,org.apache.commons.lang3.text.translate.OctalUnescaper,translate,(Ljava/lang/CharSequence;ILjava/io/Writer;)I,56,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.lang3.text.translate.OctalUnescaperTest.testBetween(org.apache.commons.lang3.text.translate.OctalUnescaperTest),Replaced integer subtraction with addition,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9313,True,Lang_6f_full_9313
True,KILLED,1,StringUtils.java,org.apache.commons.lang3.StringUtils,repeat,(Ljava/lang/String;I)Ljava/lang/String;,4983,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.StringUtilsTest.testRepeat_StringStringInt(org.apache.commons.lang3.StringUtilsTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,932,True,Lang_6f_full_932
True,KILLED,1,CharSequenceTranslator.java,org.apache.commons.lang3.text.translate.CharSequenceTranslator,translate,(Ljava/lang/CharSequence;)Ljava/lang/String;,54,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.StringEscapeUtilsTest.testEscapeJavaWithSlash(org.apache.commons.lang3.StringEscapeUtilsTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9324,True,Lang_6f_full_9324
True,KILLED,1,CharSequenceTranslator.java,org.apache.commons.lang3.text.translate.CharSequenceTranslator,translate,(Ljava/lang/CharSequence;)Ljava/lang/String;,60,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,,,org.apache.commons.lang3.StringEscapeUtilsTest.testEscapeJavaWithSlash(org.apache.commons.lang3.StringEscapeUtilsTest),"replaced return value with """" for org/apache/commons/lang3/text/translate/CharSequenceTranslator::translate",Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9327,True,Lang_6f_full_9327
True,KILLED,1,CharRange.java,org.apache.commons.lang3.CharRange$CharacterIterator,<init>,(Lorg/apache/commons/lang3/CharRange;)V,287,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.CharRangeTest.testIterator(org.apache.commons.lang3.CharRangeTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9344,True,Lang_6f_full_9344
True,KILLED,1,CharRange.java,org.apache.commons.lang3.CharRange$CharacterIterator,prepareNext,()V,317,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,,,org.apache.commons.lang3.CharRangeTest.testIterator(org.apache.commons.lang3.CharRangeTest),changed conditional boundary,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9350,True,Lang_6f_full_9350
True,KILLED,1,CharRange.java,org.apache.commons.lang3.CharRange$CharacterIterator,prepareNext,()V,309,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.CharRangeTest.testIterator(org.apache.commons.lang3.CharRangeTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9358,True,Lang_6f_full_9358
True,KILLED,1,NumericEntityEscaper.java,org.apache.commons.lang3.text.translate.NumericEntityEscaper,outsideOf,(II)Lorg/apache/commons/lang3/text/translate/NumericEntityEscaper;,96,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,,,org.apache.commons.lang3.text.translate.NumericEntityEscaperTest.testBelow(org.apache.commons.lang3.text.translate.NumericEntityEscaperTest),replaced return value with null for org/apache/commons/lang3/text/translate/NumericEntityEscaper::outsideOf,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9363,True,Lang_6f_full_9363
False,SURVIVED,3,NumericEntityEscaper.java,org.apache.commons.lang3.text.translate.NumericEntityEscaper,translate,(ILjava/io/Writer;)Z,105,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,,,,changed conditional boundary,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9365,False,Lang_6f_full_9365
True,KILLED,1,NumericEntityEscaper.java,org.apache.commons.lang3.text.translate.NumericEntityEscaper,translate,(ILjava/io/Writer;)Z,115,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,,,org.apache.commons.lang3.text.translate.NumericEntityEscaperTest.testSupplementary(org.apache.commons.lang3.text.translate.NumericEntityEscaperTest),removed call to java/io/Writer::write,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9374,True,Lang_6f_full_9374
True,KILLED,5,DefaultExceptionContext.java,org.apache.commons.lang3.exception.DefaultExceptionContext,getFormattedExceptionMessage,(Ljava/lang/String;)Ljava/lang/String;,133,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,,,org.apache.commons.lang3.exception.ContextedExceptionTest.testContextedException(org.apache.commons.lang3.exception.ContextedExceptionTest),changed conditional boundary,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9386,True,Lang_6f_full_9386
True,KILLED,3,DefaultExceptionContext.java,org.apache.commons.lang3.exception.DefaultExceptionContext,getFormattedExceptionMessage,(Ljava/lang/String;)Ljava/lang/String;,129,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.exception.DefaultExceptionContextTest.testAddContextValue(org.apache.commons.lang3.exception.DefaultExceptionContextTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9389,True,Lang_6f_full_9389
False,SURVIVED,3,StringUtils.java,org.apache.commons.lang3.StringUtils,repeat,(Ljava/lang/String;I)Ljava/lang/String;,4988,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,,,,"replaced return value with """" for org/apache/commons/lang3/StringUtils::repeat",Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,940,False,Lang_6f_full_940
True,KILLED,1,FastDatePrinter.java,org.apache.commons.lang3.time.FastDatePrinter$TimeZoneNumberRule,appendTo,(Ljava/lang/StringBuffer;Ljava/util/Calendar;)V,1203,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.lang3.time.DateUtilsTest.testLang530(org.apache.commons.lang3.time.DateUtilsTest),Replaced integer addition with subtraction,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9410,True,Lang_6f_full_9410
True,KILLED,1,FastDatePrinter.java,org.apache.commons.lang3.time.FastDatePrinter$TimeZoneNumberRule,appendTo,(Ljava/lang/StringBuffer;Ljava/util/Calendar;)V,1204,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.lang3.time.DateUtilsTest.testLang530(org.apache.commons.lang3.time.DateUtilsTest),Replaced integer addition with subtraction,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9412,True,Lang_6f_full_9412
True,KILLED,1,BasicThreadFactory.java,org.apache.commons.lang3.concurrent.BasicThreadFactory,<init>,(Lorg/apache/commons/lang3/concurrent/BasicThreadFactory$Builder;)V,116,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.concurrent.BasicThreadFactoryTest.testBuildDefaults(org.apache.commons.lang3.concurrent.BasicThreadFactoryTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9434,True,Lang_6f_full_9434
True,KILLED,1,StringUtils.java,org.apache.commons.lang3.StringUtils,repeat,(Ljava/lang/String;I)Ljava/lang/String;,5012,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,,,org.apache.commons.lang3.StringUtilsTest.testRepeat_StringStringInt(org.apache.commons.lang3.StringUtilsTest),"replaced return value with """" for org/apache/commons/lang3/StringUtils::repeat",Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,944,True,Lang_6f_full_944
True,KILLED,4,BasicThreadFactory.java,org.apache.commons.lang3.concurrent.BasicThreadFactory,newThread,(Ljava/lang/Runnable;)Ljava/lang/Thread;,206,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,,,org.apache.commons.lang3.concurrent.BasicThreadFactoryTest.testNewThreadDaemonTrue(org.apache.commons.lang3.concurrent.BasicThreadFactoryTest),removed call to org/apache/commons/lang3/concurrent/BasicThreadFactory::initializeThread,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9450,True,Lang_6f_full_9450
True,KILLED,1,Pair.java,org.apache.commons.lang3.tuple.Pair,getKey,()Ljava/lang/Object;,92,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,,,org.apache.commons.lang3.tuple.PairTest.testMapEntry(org.apache.commons.lang3.tuple.PairTest),replaced return value with null for org/apache/commons/lang3/tuple/Pair::getKey,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9478,True,Lang_6f_full_9478
True,KILLED,1,DateFormatUtils.java,org.apache.commons.lang3.time.DateFormatUtils,format,(Ljava/util/Date;Ljava/lang/String;Ljava/util/TimeZone;)Ljava/lang/String;,225,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,,,org.apache.commons.lang3.time.DateFormatUtilsTest.testTimeNoTISO(org.apache.commons.lang3.time.DateFormatUtilsTest),"replaced return value with """" for org/apache/commons/lang3/time/DateFormatUtils::format",Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9497,True,Lang_6f_full_9497
True,KILLED,1,DateFormatUtils.java,org.apache.commons.lang3.time.DateFormatUtils,format,(Ljava/util/Date;Ljava/lang/String;Ljava/util/TimeZone;Ljava/util/Locale;)Ljava/lang/String;,304,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,,,org.apache.commons.lang3.time.DateFormatUtilsTest.testFormatCalendar(org.apache.commons.lang3.time.DateFormatUtilsTest),"replaced return value with """" for org/apache/commons/lang3/time/DateFormatUtils::format",Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9498,True,Lang_6f_full_9498
True,KILLED,1,StringUtils.java,org.apache.commons.lang3.StringUtils,chop,(Ljava/lang/String;)Ljava/lang/String;,4938,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.StringUtilsTest.testChop(org.apache.commons.lang3.StringUtilsTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,95,True,Lang_6f_full_95
True,KILLED,2,SerializationUtils.java,org.apache.commons.lang3.SerializationUtils,deserialize,([B)Ljava/lang/Object;,250,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,,,org.apache.commons.lang3.SerializationUtilsTest.testDeserializeBytes(org.apache.commons.lang3.SerializationUtilsTest),replaced return value with null for org/apache/commons/lang3/SerializationUtils::deserialize,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9512,True,Lang_6f_full_9512
False,SURVIVED,21,SerializationUtils.java,org.apache.commons.lang3.SerializationUtils,serialize,(Ljava/io/Serializable;Ljava/io/OutputStream;)V,145,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,,,,removed call to java/io/ObjectOutputStream::close,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9518,False,Lang_6f_full_9518
True,KILLED,1,LookupTranslator.java,org.apache.commons.lang3.text.translate.LookupTranslator,translate,(Ljava/lang/CharSequence;ILjava/io/Writer;)I,71,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.lang3.text.translate.LookupTranslatorTest.testBasicLookup(org.apache.commons.lang3.text.translate.LookupTranslatorTest),Replaced integer addition with subtraction,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9543,True,Lang_6f_full_9543
True,KILLED,1,FastDatePrinter.java,org.apache.commons.lang3.time.FastDatePrinter$TimeZoneDisplayKey,<init>,(Ljava/util/TimeZone;ZILjava/util/Locale;)V,1229,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.lang3.time.FastDatePrinterTest.testFormat(org.apache.commons.lang3.time.FastDatePrinterTest),Replaced bitwise OR with AND,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9549,True,Lang_6f_full_9549
True,KILLED,2,FastDatePrinter.java,org.apache.commons.lang3.time.FastDatePrinter$TimeZoneDisplayKey,<init>,(Ljava/util/TimeZone;ZILjava/util/Locale;)V,1228,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.time.FastDatePrinterTest.testFormat(org.apache.commons.lang3.time.FastDatePrinterTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9550,True,Lang_6f_full_9550
False,SURVIVED,6,FastDatePrinter.java,org.apache.commons.lang3.time.FastDatePrinter$TimeZoneDisplayKey,equals,(Ljava/lang/Object;)Z,1254,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,,negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,9553,False,Lang_6f_full_9553
