mutant_id,project,version,class_name,method_name,line_number,mutation_operator,original_code,mutated_code,surrounding_context,random_seed
JacksonCore_2f_mutant_1232,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,nextFieldName,899,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (nameBytes[offset] != _inputBuffer[ptr+offset]) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  896:                             _isNextTokenNameYes();
  897:                             return true;
  898:                         }
>>899:                         if (nameBytes[offset] != _inputBuffer[ptr+offset]) {
  900:                             break;
  901:                         }
  902:                         ++offset;",2026
JacksonCore_3f_mutant_126,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_decodeEscaped,2832,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"_reportUnexpectedChar(ch, ""expected a hex-digit for character escape sequence"");",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  2829:             int ch = (int) _inputBuffer[_inputPtr++];
  2830:             int digit = CharTypes.charToHex(ch);
  2831:             if (digit < 0) {
>>2832:                 _reportUnexpectedChar(ch, ""expected a hex-digit for character escape sequence"");
  2833:             }
  2834:             value = (value << 4) | digit;
  2835:         }",2026
JacksonCore_2f_mutant_1840,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_parseNumber2,1023,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if (c < INT_0 || c > INT_9) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  1020:                     break fract_loop;
  1021:                 }
  1022:                 c = _inputBuffer[_inputPtr++];
>>1023:                 if (c < INT_0 || c > INT_9) {
  1024:                     break fract_loop;
  1025:                 }
  1026:                 ++fractLen;",2026
JacksonCore_9f_mutant_2649,JacksonCore,9f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,getValueAsString,262,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (_currToken == JsonToken.VALUE_STRING) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  259:     // @since 2.1
  260:     @Override
  261:     public final String getValueAsString(String defValue) throws IOException {
>>262:         if (_currToken == JsonToken.VALUE_STRING) {
  263:             if (_tokenIncomplete) {
  264:                 _tokenIncomplete = false;
  265:                 _finishString(); // only strings can be incomplete",2026
Codec_6f_mutant_15,Codec,6f,org.apache.commons.codec.binary.Base64InputStream,read,143,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,} else if (offset > b.length || offset + len > b.length) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  140:             throw new NullPointerException();
  141:         } else if (offset < 0 || len < 0) {
  142:             throw new IndexOutOfBoundsException();
>>143:         } else if (offset > b.length || offset + len > b.length) {
  144:             throw new IndexOutOfBoundsException();
  145:         } else if (len == 0) {
  146:             return 0;",2026
JacksonCore_2f_mutant_646,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_parseNumber,1226,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,c = (int) _inputBuffer[_inputPtr++] & 0xFF;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  1223:                 // Long enough to be split across boundary, so:
  1224:                 return _parserNumber2(outBuf, outPtr, negative, intLen);
  1225:             }
>>1226:             c = (int) _inputBuffer[_inputPtr++] & 0xFF;
  1227:             if (c < INT_0 || c > INT_9) {
  1228:                 break;
  1229:             }",2026
JacksonCore_2f_mutant_724,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_readBinary,514,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,decodedData = (decodedData << 6) | bits;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  511:             if (bits < 0) {
  512:                 bits = _decodeBase64Escape(b64variant, ch, 1);
  513:             }
>>514:             decodedData = (decodedData << 6) | bits;
  515: 
  516:             // third base64 char; can be padding, but not ws
  517:             if (_inputPtr >= _inputEnd) {",2026
JacksonCore_2f_mutant_605,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_parseFloat,1351,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (outPtr >= outBuf.length) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1348:                     break fract_loop;
  1349:                 }
  1350:                 ++fractLen;
>>1351:                 if (outPtr >= outBuf.length) {
  1352:                     outBuf = _textBuffer.finishCurrentSegment();
  1353:                     outPtr = 0;
  1354:                 }",2026
JacksonCore_3f_mutant_1250,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,nextFieldName,883,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,return false;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,"  880:             }
  881:             _parsingContext = _parsingContext.getParent();
  882:             _currToken = JsonToken.END_OBJECT;
>>883:             return false;
  884:         }
  885: 
  886:         // Nope: do we then expect a comma?",2026
JacksonCore_3f_mutant_1157,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,getTextCharacters,367,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,return _textBuffer.getTextBuffer();,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,"  364:                 // fall through
  365:             case ID_NUMBER_INT:
  366:             case ID_NUMBER_FLOAT:
>>367:                 return _textBuffer.getTextBuffer();
  368: 
  369:             default:
  370:                 return _currToken.asCharArray();",2026
Codec_2f_mutant_28,Codec,2f,org.apache.commons.codec.binary.Base64,decode,517,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,x = (x << 6) + result;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  514:                     int result = DECODE_TABLE[b];
  515:                     if (result >= 0) {
  516:                         modulus = (++modulus) % 4;
>>517:                         x = (x << 6) + result;
  518:                         if (modulus == 0) {
  519:                             buf[pos++] = (byte) ((x >> 16) & MASK_8BITS);
  520:                             buf[pos++] = (byte) ((x >> 8) & MASK_8BITS);",2026
JacksonCore_9f_mutant_615,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_parseName,1677,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,i = input[_inputPtr++] & 0xFF;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  1674:                 i = input[_inputPtr++] & 0xFF;
  1675:                 if (codes[i] == 0) {
  1676:                     q = (q << 8) | i;
>>1677:                     i = input[_inputPtr++] & 0xFF;
  1678:                     if (codes[i] == 0) {
  1679:                         q = (q << 8) | i;
  1680:                         i = input[_inputPtr++] & 0xFF;",2026
Codec_3f_mutant_377,Codec,3f,org.apache.commons.codec.language.DoubleMetaphone,handleJ,541,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"(charAt(value, index + 1) == 'A' || charAt(value, index + 1) == 'O')) {",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  538:                 if (index == 0 && !contains(value, index, 4, ""JOSE"")) {
  539:                     result.append('J', 'A');
  540:                 } else if (isVowel(charAt(value, index - 1)) && !slavoGermanic &&
>>541:                               (charAt(value, index + 1) == 'A' || charAt(value, index + 1) == 'O')) {
  542:                     result.append('J', 'H');
  543:                 } else if (index == value.length() - 1) {
  544:                     result.append('J', ' ');",2026
JacksonCore_9f_mutant_2839,JacksonCore,9f,com.fasterxml.jackson.core.base.ParserMinimalBase,getValueAsInt,304,org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,return ((Number) value).intValue();,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,"  301:             case ID_EMBEDDED_OBJECT:
  302:                 Object value = this.getEmbeddedObject();
  303:                 if (value instanceof Number) {
>>304:                     return ((Number) value).intValue();
  305:                 }
  306:             }
  307:         }",2026
JacksonCore_2f_mutant_1805,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_parseNumber,876,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (ch == INT_0) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  873:                  */
  874:             }
  875:             // One special case, leading zero(es):
>>876:             if (ch == INT_0) {
  877:                 break dummy_loop;
  878:             }
  879: ",2026
Codec_1f_mutant_131,Codec,1f,org.apache.commons.codec.language.SoundexUtils,clean,47,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,for (int i = 0; i < len; i++) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  44:         int len = str.length();
  45:         char[] chars = new char[len];
  46:         int count = 0;
>>47:         for (int i = 0; i < len; i++) {
  48:             if (Character.isLetter(str.charAt(i))) {
  49:                 chars[count++] = str.charAt(i);
  50:             }",2026
Codec_6f_mutant_23,Codec,6f,org.apache.commons.codec.binary.Base64InputStream,read,166,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (!base64.hasData()) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  163:              This is a fix for CODEC-101
  164:             */
  165:             while (readLen == 0) {
>>166:                 if (!base64.hasData()) {
  167:                     byte[] buf = new byte[doEncode ? 4096 : 8192];
  168:                     int c = in.read(buf);
  169:                     // A little optimization to avoid System.arraycopy()",2026
JacksonCore_3f_mutant_693,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_parserNumber2,1306,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,_verifyRootSpace(_inputBuffer[_inputPtr++] & 0xFF);,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  1303:         _textBuffer.setCurrentLength(outPtr);
  1304:         // As per #105, need separating space between root values; check here
  1305:         if (_parsingContext.inRoot()) {
>>1306:             _verifyRootSpace(_inputBuffer[_inputPtr++] & 0xFF);
  1307:         }
  1308: 
  1309:         // And there we have it!",2026
Csv_1f_mutant_26,Csv,1f,org.apache.commons.csv.ExtendedBufferedReader,read,102,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,} else if (len == -1) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  99: 
  100:             lastChar = buf[offset + len - 1];
  101: 
>>102:         } else if (len == -1) {
  103:             lastChar = END_OF_STREAM;
  104:         }
  105: ",2026
JacksonCore_2f_mutant_1625,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_handleInvalidNumberStart,1145,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,"return resetAsNaN(match, negative ? Double.NEGATIVE_INFINITY : Double.POSITIVE_INFINITY);",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,"  1142:                 String match = negative ? ""-INF"" :""+INF"";
  1143:                 _matchToken(match, 3);
  1144:                 if (isEnabled(Feature.ALLOW_NON_NUMERIC_NUMBERS)) {
>>1145:                     return resetAsNaN(match, negative ? Double.NEGATIVE_INFINITY : Double.POSITIVE_INFINITY);
  1146:                 }
  1147:                 _reportError(""Non-standard token '""+match+""': enable JsonParser.Feature.ALLOW_NON_NUMERIC_NUMBERS to allow"");
  1148:             } else if (ch == 'n') {",2026
JacksonCore_2f_mutant_1302,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,nextToken,706,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"_reportUnexpectedChar(i, ""expected a value"");",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  703:         case '}':
  704:             // Error: neither is valid at this point; valid closers have
  705:             // been handled earlier
>>706:             _reportUnexpectedChar(i, ""expected a value"");
  707:         case 't':
  708:             _matchToken(""true"", 1);
  709:             t = JsonToken.VALUE_TRUE;",2026
Codec_9f_mutant_177,Codec,9f,org.apache.commons.codec.binary.Base64,encodeBase64,824,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,return binaryData;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,"  821:      */
  822:     public static byte[] encodeBase64(byte[] binaryData, boolean isChunked, boolean urlSafe, int maxResultSize) {
  823:         if (binaryData == null || binaryData.length == 0) {
>>824:             return binaryData;
  825:         }
  826: 
  827:         long len = getEncodeLength(binaryData, isChunked ? MIME_CHUNK_SIZE : 0, CHUNK_SEPARATOR);",2026
JacksonCore_10f_mutant_486,JacksonCore,10f,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,spilloverCount,436,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,return (_spilloverEnd - _spilloverStart()) >> 2;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  433:      */
  434:     public int spilloverCount() {
  435:         // difference between spillover end, start, divided by 4 (four ints per slot)
>>436:         return (_spilloverEnd - _spilloverStart()) >> 2;
  437:     }
  438: 
  439:     public int totalCount()",2026
JacksonCore_3f_mutant_953,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_skipUtf8_4,3028,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,loadMoreGuaranteed();,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  3025:             _reportInvalidOther(d & 0xFF, _inputPtr);
  3026:         }
  3027:         if (_inputPtr >= _inputEnd) {
>>3028:             loadMoreGuaranteed();
  3029:         }
  3030:         d = (int) _inputBuffer[_inputPtr++];
  3031:         if ((d & 0xC0) != 0x080) {",2026
JacksonCore_2f_mutant_624,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_parseFloat,1372,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,loadMoreGuaranteed();,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  1369:             outBuf[outPtr++] = (char) c;
  1370:             // Not optional, can require that we get one more char
  1371:             if (_inputPtr >= _inputEnd) {
>>1372:                 loadMoreGuaranteed();
  1373:             }
  1374:             c = (int) _inputBuffer[_inputPtr++] & 0xFF;
  1375:             // Sign indicator?",2026
Codec_5f_mutant_249,Codec,5f,org.apache.commons.codec.binary.Base64,toIntegerBytes,1041,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,if (((bigInt.bitLength() % 8) != 0) && (((bigInt.bitLength() / 8) + 1) == (bitlen / 8))) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  1038:         bitlen = ((bitlen + 7) >> 3) << 3;
  1039:         byte[] bigBytes = bigInt.toByteArray();
  1040: 
>>1041:         if (((bigInt.bitLength() % 8) != 0) && (((bigInt.bitLength() / 8) + 1) == (bitlen / 8))) {
  1042:             return bigBytes;
  1043:         }
  1044:         // set up params for copying everything but sign bit",2026
Codec_8f_mutant_25,Codec,8f,org.apache.commons.codec.binary.Base64,decode,727,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (pArray == null || pArray.length == 0) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  724:      */
  725:     public byte[] decode(byte[] pArray) {
  726:         reset();
>>727:         if (pArray == null || pArray.length == 0) {
  728:             return pArray;
  729:         }
  730:         decode(pArray, 0, pArray.length);",2026
JacksonCore_9f_mutant_1015,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_skipUtf8_2,3342,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if ((c & 0xC0) != 0x080) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  3339:             loadMoreGuaranteed();
  3340:         }
  3341:         c = (int) _inputBuffer[_inputPtr++];
>>3342:         if ((c & 0xC0) != 0x080) {
  3343:             _reportInvalidOther(c & 0xFF, _inputPtr);
  3344:         }
  3345:     }",2026
JacksonCore_9f_mutant_2366,JacksonCore,9f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_skipCR,1692,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if (_inputPtr < _inputEnd || loadMore()) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  1689:      * (to see if we have \n following \r).
  1690:      */
  1691:     protected final void _skipCR() throws IOException {
>>1692:         if (_inputPtr < _inputEnd || loadMore()) {
  1693:             if (_inputBuffer[_inputPtr] == '\n') {
  1694:                 ++_inputPtr;
  1695:             }",2026
JacksonCore_9f_mutant_2469,JacksonCore,9f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_skipComment,1946,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (_inputPtr >= _inputEnd && !loadMore()) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1943:             _reportUnexpectedChar('/', ""maybe a (non-standard) comment? (not recognized as one since Feature 'ALLOW_COMMENTS' not enabled for parser)"");
  1944:         }
  1945:         // First: check which comment (if either) it is:
>>1946:         if (_inputPtr >= _inputEnd && !loadMore()) {
  1947:             _reportInvalidEOF("" in a comment"");
  1948:         }
  1949:         char c = _inputBuffer[_inputPtr++];",2026
JacksonCore_9f_mutant_1109,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_skipWSOrEnd,2858,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (!loadMore()) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  2855:         // Let's handle first character separately since it is likely that
  2856:         // it is either non-whitespace; or we have longer run of white space
  2857:         if (_inputPtr >= _inputEnd) {
>>2858:             if (!loadMore()) {
  2859:                 return _eofAsNextChar();
  2860:             }
  2861:         }",2026
JacksonCore_4f_mutant_112,JacksonCore,4f,com.fasterxml.jackson.core.util.TextBuffer,finishCurrentSegment,564,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,int newLen = oldLen + (oldLen >> 1);,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  561:         _currentSize = 0;
  562: 
  563:         // Let's grow segments by 50%
>>564:         int newLen = oldLen + (oldLen >> 1);
  565:         if (newLen < MIN_SEGMENT_LEN) {
  566:             newLen = MIN_SEGMENT_LEN;
  567:         } else if (newLen > MAX_SEGMENT_LEN) {",2026
Codec_1f_mutant_95,Codec,1f,org.apache.commons.codec.language.Metaphone,metaphone,209,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"( regionMatch(local, n, ""GN"") ||",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  206:                         break;
  207:                     }
  208:                     if ((n > 0) &&
>>209:                     	( regionMatch(local, n, ""GN"") ||
  210: 					      regionMatch(local, n, ""GNED"") ) ) {
  211:                         break; // silent G
  212:                     }",2026
JacksonCore_9f_mutant_640,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_parseName,1696,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,"return findName(q, 2);",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,"  1693:                     return parseName(q, i, 3);
  1694:                 }
  1695:                 if (i == INT_QUOTE) { // 2 byte/char case or broken
>>1696:                     return findName(q, 2);
  1697:                 }
  1698:                 return parseName(q, i, 2);
  1699:             }",2026
Codec_3f_mutant_461,Codec,3f,org.apache.commons.codec.language.DoubleMetaphone,handleS,657,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,result.append('S');,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  654:                 //-- french e.g. ""resnais"", ""artois"" --//
  655:                 result.appendAlternate('S');
  656:             } else {
>>657:                 result.append('S');
  658:             }
  659:             index = contains(value, index + 1, 1, ""S"", ""Z"") ? index + 2 : index + 1;
  660:         }",2026
JacksonCore_9f_mutant_391,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_handleUnexpectedValue,2605,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,_reportInvalidEOFInValue();,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  2602:         case '+': // note: '-' is taken as number
  2603:             if (_inputPtr >= _inputEnd) {
  2604:                 if (!loadMore()) {
>>2605:                     _reportInvalidEOFInValue();
  2606:                 }
  2607:             }
  2608:             return _handleInvalidNumberStart(_inputBuffer[_inputPtr++] & 0xFF, false);",2026
Codec_9f_mutant_65,Codec,9f,org.apache.commons.codec.binary.Base64,decode,533,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,for (int i = 0; i < inAvail; i++) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  530:         if (inAvail < 0) {
  531:             eof = true;
  532:         }
>>533:         for (int i = 0; i < inAvail; i++) {
  534:             if (buffer == null || buffer.length - pos < decodeSize) {
  535:                 resizeBuffer();
  536:             }",2026
Codec_5f_mutant_174,Codec,5f,org.apache.commons.codec.binary.Base64,encode,518,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"System.arraycopy(lineSeparator, 0, buffer, pos, lineSeparator.length);",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  515:                     buffer[pos++] = encodeTable[x & MASK_6BITS];
  516:                     currentLinePos += 4;
  517:                     if (lineLength > 0 && lineLength <= currentLinePos) {
>>518:                         System.arraycopy(lineSeparator, 0, buffer, pos, lineSeparator.length);
  519:                         pos += lineSeparator.length;
  520:                         currentLinePos = 0;
  521:                     }",2026
Csv_8f_mutant_108,Csv,8f,org.apache.commons.csv.CSVFormat,toString,610,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (isCommentingEnabled()) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  607:             sb.append(' ');
  608:             sb.append(""QuoteChar=<"").append(quoteChar).append('>');
  609:         }
>>610:         if (isCommentingEnabled()) {
  611:             sb.append(' ');
  612:             sb.append(""CommentStart=<"").append(commentStart).append('>');
  613:         }",2026
Csv_5f_mutant_100,Csv,5f,org.apache.commons.csv.CSVPrinter,printRecords,395,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,} else if (value instanceof Iterable) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  392:         for (final Object value : values) {
  393:             if (value instanceof Object[]) {
  394:                 this.printRecord((Object[]) value);
>>395:             } else if (value instanceof Iterable) {
  396:                 this.printRecord((Iterable<?>) value);
  397:             } else {
  398:                 this.printRecord(value);",2026
JacksonCore_9f_mutant_1233,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,addName,2302,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,ch = (ch << 6) | (ch2 & 0x3F);,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  2299:                 if ((ch2 & 0xC0) != 0x080) {
  2300:                     _reportInvalidOther(ch2);
  2301:                 }
>>2302:                 ch = (ch << 6) | (ch2 & 0x3F);
  2303:                 if (needed > 1) {
  2304:                     ch2 = quads[ix >> 2];
  2305:                     byteIx = (ix & 3);",2026
Codec_1f_mutant_34,Codec,1f,org.apache.commons.codec.language.Metaphone,metaphone,178,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if ((n == 0) &&,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  175:                         break ;
  176:                     }
  177:                     if (isNextChar(local, n, 'H')) { // detect CH
>>178:                         if ((n == 0) &&
  179:                         	(wdsz >= 3) &&
  180:                             isVowel(local,2) ) { // CH consonant -> K consonant
  181:                             code.append('K');",2026
Codec_2f_mutant_193,Codec,2f,org.apache.commons.codec.binary.Base64,isArrayByteBase64,569,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,return false;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,"  566:     public static boolean isArrayByteBase64(byte[] arrayOctet) {
  567:         for (int i = 0; i < arrayOctet.length; i++) {
  568:             if (!isBase64(arrayOctet[i]) && !isWhiteSpace(arrayOctet[i])) {
>>569:                 return false;
  570:             }
  571:         }
  572:         return true;",2026
JacksonCore_9f_mutant_90,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_decodeCharForError,3228,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,_reportInvalidOther(d & 0xFF);,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  3225:             if (needed > 1) { // needed == 1 means 2 bytes total
  3226:                 d = nextByte(); // 3rd byte
  3227:                 if ((d & 0xC0) != 0x080) {
>>3228:                     _reportInvalidOther(d & 0xFF);
  3229:                 }
  3230:                 c = (c << 6) | (d & 0x3F);
  3231:                 if (needed > 2) { // 4 bytes? (need surrogates)",2026
Codec_3f_mutant_175,Codec,3f,org.apache.commons.codec.language.DoubleMetaphone,handleC,292,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"} else if (contains(value, index, 2, ""CZ"") &&",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  289:             index += 2;
  290:         } else if (contains(value, index, 2, ""CH"")) {
  291:             index = handleCH(value, result, index);
>>292:         } else if (contains(value, index, 2, ""CZ"") &&
  293:                    !contains(value, index - 2, 4, ""WICZ"")) {
  294:             //-- ""Czerny"" --//
  295:             result.append('S', 'X');",2026
JacksonCore_2f_mutant_445,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_matchToken,2466,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"_reportInvalidToken(matchStr.substring(0, i));",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  2463:         do {
  2464:             if (((_inputPtr >= _inputEnd) && !loadMore())
  2465:                 ||  (_inputBuffer[_inputPtr] != matchStr.charAt(i))) {
>>2466:                 _reportInvalidToken(matchStr.substring(0, i));
  2467:             }
  2468:             ++_inputPtr;
  2469:         } while (++i < len);",2026
JacksonCore_9f_mutant_2175,JacksonCore,9f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_parseNumber2,1105,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,c = (_inputPtr < _inputEnd) ? _inputBuffer[_inputPtr++],PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  1102:                 }
  1103:                 outBuf[outPtr++] = c;
  1104:                 // Likewise, non optional:
>>1105:                 c = (_inputPtr < _inputEnd) ? _inputBuffer[_inputPtr++]
  1106:                     : getNextChar(""expected a digit for number exponent"");
  1107:             }
  1108: ",2026
