mutant_id,project,version,class_name,method_name,line_number,mutation_operator,original_code,mutated_code,surrounding_context,usefulness_score,short_reason,api_status,checkpoint_status,timestamp,model,prompt_tokens,completion_tokens,total_tokens,estimated_cost_usd,latency_seconds,rank
MUT_0144,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,for (int i = str.length() - 1; i >= 0; i--) {,"// PIT Mutated: negated conditional
for (int i = str.length() - 1; i >= 0; i--) {","        if (str == null) {
            return true;
        }
        for (int i = str.length() - 1; i >= 0; i--) {
            if (str.charAt(i) != '0') {
                return false;
            }
",2,Trivial mutation; no change in logic.,success,done,2026-06-27T22:19:57,gpt-4o-mini,2247,414,2661,0.0,8.265,201
MUT_0148,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,isAllZeros,,BooleanTrueReturnValsMutator,return false;,"// PIT Mutated: replaced boolean return with true for org/apache/commons/lang3/math/NumberUtils::isAllZeros
return false;","        }
        for (int i = str.length() - 1; i >= 0; i--) {
            if (str.charAt(i) != '0') {
                return false;
            }
        }
        return true;
",2,Trivial mutation; return value remains false.,success,done,2026-06-27T22:19:57,gpt-4o-mini,2247,414,2661,0.0,8.265,202
MUT_0150,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,for (; i < chars.length; i++) {,"// PIT Mutated: changed conditional boundary
for (; i < chars.length; i++) {","                    return false; // str == ""0x""
                }
                // checking hex (it can't be anything else)
                for (; i < chars.length; i++) {
                    if (!CharUtils.isHex(chars[i])) {
                        return false;
                    }
",2,Trivial mutation; no change in logic.,success,done,2026-06-27T22:19:57,gpt-4o-mini,2247,414,2661,0.0,8.265,203
MUT_0151,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,for (; i < chars.length; i++) {,"// PIT Mutated: changed conditional boundary
for (; i < chars.length; i++) {","            if (Character.isDigit(chars[start + 1])) {
                // leading 0, but not hex, must be octal
                int i = start + 1;
                for (; i < chars.length; i++) {
                    if (!CharUtils.isOctal(chars[i])) {
                        return false;
                    }
",2,"Trivial mutation, no change in logic.",success,done,2026-06-27T22:20:06,gpt-4o-mini,2633,421,3054,0.0,11.01,204
MUT_0152,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,while (i < sz || i < sz + 1 && allowSigns && !foundDigit) {,"// PIT Mutated: changed conditional boundary
while (i < sz || i < sz + 1 && allowSigns && !foundDigit) {","        int i = start;
        // loop to the next to last char or to the last char if we need another digit to
        // make a valid number (e.g. chars[0..5] = ""1234E"")
        while (i < sz || i < sz + 1 && allowSigns && !foundDigit) {
            if (CharUtils.isAsciiNumeric(chars[i])) {
                foundDigit = true;
                allowSigns = false;
",2,"Trivial mutation, no change in logic.",success,done,2026-06-27T22:20:06,gpt-4o-mini,2633,421,3054,0.0,11.01,205
MUT_0153,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,while (i < sz || i < sz + 1 && allowSigns && !foundDigit) {,"// PIT Mutated: changed conditional boundary
while (i < sz || i < sz + 1 && allowSigns && !foundDigit) {","        int i = start;
        // loop to the next to last char or to the last char if we need another digit to
        // make a valid number (e.g. chars[0..5] = ""1234E"")
        while (i < sz || i < sz + 1 && allowSigns && !foundDigit) {
            if (CharUtils.isAsciiNumeric(chars[i])) {
                foundDigit = true;
                allowSigns = false;
",2,"Trivial mutation, no change in logic.",success,done,2026-06-27T22:20:06,gpt-4o-mini,2633,421,3054,0.0,11.01,206
MUT_0154,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,if (i < chars.length) {,"// PIT Mutated: changed conditional boundary
if (i < chars.length) {","            }
            i++;
        }
        if (i < chars.length) {
            if (CharUtils.isAsciiNumeric(chars[i])) {
                // no type qualifier, OK
                return true;
",2,"Trivial mutation, no change in logic.",success,done,2026-06-27T22:20:06,gpt-4o-mini,2633,421,3054,0.0,11.01,207
MUT_0159,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,MathMutator,int i = start + 2;,"// PIT Mutated: Replaced integer addition with subtraction
int i = start + 2;","        final int start = isSign(chars[0]) ? 1 : 0;
        if (sz > start + 1 && chars[start] == '0' && !StringUtils.contains(str, '.')) { // leading 0, skip if is a decimal number
            if (chars[start + 1] == 'x' || chars[start + 1] == 'X') { // leading 0x/0X
                int i = start + 2;
                if (i == sz) {
                    return false; // str == ""0x""
                }
",2,"Trivial mutation, no change in logic.",success,done,2026-06-27T22:20:06,gpt-4o-mini,2633,421,3054,0.0,11.01,208
MUT_0160,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,MathMutator,if (Character.isDigit(chars[start + 1])) {,"// PIT Mutated: Replaced integer addition with subtraction
if (Character.isDigit(chars[start + 1])) {","                }
                return true;
            }
            if (Character.isDigit(chars[start + 1])) {
                // leading 0, but not hex, must be octal
                int i = start + 1;
                for (; i < chars.length; i++) {
",2,"Trivial mutation, no change in logic.",success,done,2026-06-27T22:20:06,gpt-4o-mini,2633,421,3054,0.0,11.01,209
MUT_0163,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,if (StringUtils.isEmpty(str)) {,"// PIT Mutated: negated conditional
if (StringUtils.isEmpty(str)) {","     * @since 3.5
     */
    public static boolean isCreatable(final String str) {
        if (StringUtils.isEmpty(str)) {
            return false;
        }
        final char[] chars = str.toCharArray();
",2,Negated conditionals may not affect logic significantly.,success,done,2026-06-27T22:20:17,gpt-4o-mini,2878,420,3298,0.0,7.559,210
MUT_0164,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,final int start = isSign(chars[0]) ? 1 : 0;,"// PIT Mutated: negated conditional
final int start = isSign(chars[0]) ? 1 : 0;","        boolean allowSigns = false;
        boolean foundDigit = false;
        // deal with any possible sign up front
        final int start = isSign(chars[0]) ? 1 : 0;
        if (sz > start + 1 && chars[start] == '0' && !StringUtils.contains(str, '.')) { // leading 0, skip if is a decimal number
            if (chars[start + 1] == 'x' || chars[start + 1] == 'X') { // leading 0x/0X
                int i = start + 2;
",2,Negated conditionals may not affect logic significantly.,success,done,2026-06-27T22:20:17,gpt-4o-mini,2878,420,3298,0.0,7.559,211
MUT_0165,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,"if (sz > start + 1 && chars[start] == '0' && !StringUtils.contains(str, '.')) { // leading 0, skip if is a decimal number","// PIT Mutated: negated conditional
if (sz > start + 1 && chars[start] == '0' && !StringUtils.contains(str, '.')) { // leading 0, skip if is a decimal number","        boolean foundDigit = false;
        // deal with any possible sign up front
        final int start = isSign(chars[0]) ? 1 : 0;
        if (sz > start + 1 && chars[start] == '0' && !StringUtils.contains(str, '.')) { // leading 0, skip if is a decimal number
            if (chars[start + 1] == 'x' || chars[start + 1] == 'X') { // leading 0x/0X
                int i = start + 2;
                if (i == sz) {
",2,Negated conditionals may not affect logic significantly.,success,done,2026-06-27T22:20:17,gpt-4o-mini,2878,420,3298,0.0,7.559,212
MUT_0166,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,"if (sz > start + 1 && chars[start] == '0' && !StringUtils.contains(str, '.')) { // leading 0, skip if is a decimal number","// PIT Mutated: negated conditional
if (sz > start + 1 && chars[start] == '0' && !StringUtils.contains(str, '.')) { // leading 0, skip if is a decimal number","        boolean foundDigit = false;
        // deal with any possible sign up front
        final int start = isSign(chars[0]) ? 1 : 0;
        if (sz > start + 1 && chars[start] == '0' && !StringUtils.contains(str, '.')) { // leading 0, skip if is a decimal number
            if (chars[start + 1] == 'x' || chars[start + 1] == 'X') { // leading 0x/0X
                int i = start + 2;
                if (i == sz) {
",2,Negated conditionals may not affect logic significantly.,success,done,2026-06-27T22:20:17,gpt-4o-mini,2878,420,3298,0.0,7.559,213
MUT_0167,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,"if (sz > start + 1 && chars[start] == '0' && !StringUtils.contains(str, '.')) { // leading 0, skip if is a decimal number","// PIT Mutated: negated conditional
if (sz > start + 1 && chars[start] == '0' && !StringUtils.contains(str, '.')) { // leading 0, skip if is a decimal number","        boolean foundDigit = false;
        // deal with any possible sign up front
        final int start = isSign(chars[0]) ? 1 : 0;
        if (sz > start + 1 && chars[start] == '0' && !StringUtils.contains(str, '.')) { // leading 0, skip if is a decimal number
            if (chars[start + 1] == 'x' || chars[start + 1] == 'X') { // leading 0x/0X
                int i = start + 2;
                if (i == sz) {
",2,Negated conditionals may not affect logic significantly.,success,done,2026-06-27T22:20:17,gpt-4o-mini,2878,420,3298,0.0,7.559,214
MUT_0168,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,if (chars[start + 1] == 'x' || chars[start + 1] == 'X') { // leading 0x/0X,"// PIT Mutated: negated conditional
if (chars[start + 1] == 'x' || chars[start + 1] == 'X') { // leading 0x/0X","        // deal with any possible sign up front
        final int start = isSign(chars[0]) ? 1 : 0;
        if (sz > start + 1 && chars[start] == '0' && !StringUtils.contains(str, '.')) { // leading 0, skip if is a decimal number
            if (chars[start + 1] == 'x' || chars[start + 1] == 'X') { // leading 0x/0X
                int i = start + 2;
                if (i == sz) {
                    return false; // str == ""0x""
",2,Negated conditionals may not affect logic significantly.,success,done,2026-06-27T22:20:17,gpt-4o-mini,2878,420,3298,0.0,7.559,215
MUT_0169,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,if (chars[start + 1] == 'x' || chars[start + 1] == 'X') { // leading 0x/0X,"// PIT Mutated: negated conditional
if (chars[start + 1] == 'x' || chars[start + 1] == 'X') { // leading 0x/0X","        // deal with any possible sign up front
        final int start = isSign(chars[0]) ? 1 : 0;
        if (sz > start + 1 && chars[start] == '0' && !StringUtils.contains(str, '.')) { // leading 0, skip if is a decimal number
            if (chars[start + 1] == 'x' || chars[start + 1] == 'X') { // leading 0x/0X
                int i = start + 2;
                if (i == sz) {
                    return false; // str == ""0x""
",2,Negated conditionals may not affect logic significantly.,success,done,2026-06-27T22:20:17,gpt-4o-mini,2878,420,3298,0.0,7.559,216
MUT_0170,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,if (i == sz) {,"// PIT Mutated: negated conditional
if (i == sz) {","        if (sz > start + 1 && chars[start] == '0' && !StringUtils.contains(str, '.')) { // leading 0, skip if is a decimal number
            if (chars[start + 1] == 'x' || chars[start + 1] == 'X') { // leading 0x/0X
                int i = start + 2;
                if (i == sz) {
                    return false; // str == ""0x""
                }
                // checking hex (it can't be anything else)
",2,Negated conditionals may not affect logic significantly.,success,done,2026-06-27T22:20:17,gpt-4o-mini,2878,420,3298,0.0,7.559,217
MUT_0176,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,while (i < sz || i < sz + 1 && allowSigns && !foundDigit) {,"// PIT Mutated: negated conditional
while (i < sz || i < sz + 1 && allowSigns && !foundDigit) {","        int i = start;
        // loop to the next to last char or to the last char if we need another digit to
        // make a valid number (e.g. chars[0..5] = ""1234E"")
        while (i < sz || i < sz + 1 && allowSigns && !foundDigit) {
            if (CharUtils.isAsciiNumeric(chars[i])) {
                foundDigit = true;
                allowSigns = false;
",2,Mutation may affect loop behavior but is still trivial.,success,done,2026-06-27T22:20:24,gpt-4o-mini,2391,417,2808,0.0,9.067,218
MUT_0177,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,while (i < sz || i < sz + 1 && allowSigns && !foundDigit) {,"// PIT Mutated: negated conditional
while (i < sz || i < sz + 1 && allowSigns && !foundDigit) {","        int i = start;
        // loop to the next to last char or to the last char if we need another digit to
        // make a valid number (e.g. chars[0..5] = ""1234E"")
        while (i < sz || i < sz + 1 && allowSigns && !foundDigit) {
            if (CharUtils.isAsciiNumeric(chars[i])) {
                foundDigit = true;
                allowSigns = false;
",2,Mutation may affect loop behavior but is still trivial.,success,done,2026-06-27T22:20:24,gpt-4o-mini,2391,417,2808,0.0,9.067,219
MUT_0178,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,while (i < sz || i < sz + 1 && allowSigns && !foundDigit) {,"// PIT Mutated: negated conditional
while (i < sz || i < sz + 1 && allowSigns && !foundDigit) {","        int i = start;
        // loop to the next to last char or to the last char if we need another digit to
        // make a valid number (e.g. chars[0..5] = ""1234E"")
        while (i < sz || i < sz + 1 && allowSigns && !foundDigit) {
            if (CharUtils.isAsciiNumeric(chars[i])) {
                foundDigit = true;
                allowSigns = false;
",2,Mutation may affect loop behavior but is still trivial.,success,done,2026-06-27T22:20:24,gpt-4o-mini,2391,417,2808,0.0,9.067,220
MUT_0179,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,while (i < sz || i < sz + 1 && allowSigns && !foundDigit) {,"// PIT Mutated: negated conditional
while (i < sz || i < sz + 1 && allowSigns && !foundDigit) {","        int i = start;
        // loop to the next to last char or to the last char if we need another digit to
        // make a valid number (e.g. chars[0..5] = ""1234E"")
        while (i < sz || i < sz + 1 && allowSigns && !foundDigit) {
            if (CharUtils.isAsciiNumeric(chars[i])) {
                foundDigit = true;
                allowSigns = false;
",2,Mutation may affect loop behavior but is still trivial.,success,done,2026-06-27T22:20:24,gpt-4o-mini,2391,417,2808,0.0,9.067,221
MUT_0181,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,} else if (chars[i] == '.') {,"// PIT Mutated: negated conditional
} else if (chars[i] == '.') {","            if (CharUtils.isAsciiNumeric(chars[i])) {
                foundDigit = true;
                allowSigns = false;
            } else if (chars[i] == '.') {
                if (hasDecPoint || hasExp) {
                    // two decimal points or dec in exponent
                    return false;
",2,"Trivial mutation, no change in logic.",success,done,2026-06-27T22:20:33,gpt-4o-mini,2026,408,2434,0.0,7.728,222
MUT_0184,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,} else if (chars[i] == 'e' || chars[i] == 'E') {,"// PIT Mutated: negated conditional
} else if (chars[i] == 'e' || chars[i] == 'E') {","                    return false;
                }
                hasDecPoint = true;
            } else if (chars[i] == 'e' || chars[i] == 'E') {
                // we've already taken care of hex.
                if (hasExp) {
                    // two E's
",2,"Trivial mutation, no change in logic.",success,done,2026-06-27T22:20:33,gpt-4o-mini,2026,408,2434,0.0,7.728,223
MUT_0185,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,} else if (chars[i] == 'e' || chars[i] == 'E') {,"// PIT Mutated: negated conditional
} else if (chars[i] == 'e' || chars[i] == 'E') {","                    return false;
                }
                hasDecPoint = true;
            } else if (chars[i] == 'e' || chars[i] == 'E') {
                // we've already taken care of hex.
                if (hasExp) {
                    // two E's
",2,"Trivial mutation, no change in logic.",success,done,2026-06-27T22:20:33,gpt-4o-mini,2026,408,2434,0.0,7.728,224
MUT_0188,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,} else if (isSign(chars[i])) {,"// PIT Mutated: negated conditional
} else if (isSign(chars[i])) {","                }
                hasExp = true;
                allowSigns = true;
            } else if (isSign(chars[i])) {
                if (!allowSigns) {
                    return false;
                }
",2,"Trivial mutation, no change in logic.",success,done,2026-06-27T22:20:33,gpt-4o-mini,2026,408,2434,0.0,7.728,225
MUT_0189,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,if (!allowSigns) {,"// PIT Mutated: negated conditional
if (!allowSigns) {","                hasExp = true;
                allowSigns = true;
            } else if (isSign(chars[i])) {
                if (!allowSigns) {
                    return false;
                }
                allowSigns = false;
",2,"Trivial mutation, no change in logic.",success,done,2026-06-27T22:20:33,gpt-4o-mini,2026,408,2434,0.0,7.728,226
MUT_0197,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,if (!allowSigns && (chars[i] == 'd' || chars[i] == 'D' || chars[i] == 'f' || chars[i] == 'F')) {,"// PIT Mutated: negated conditional
if (!allowSigns && (chars[i] == 'd' || chars[i] == 'D' || chars[i] == 'f' || chars[i] == 'F')) {","                // single trailing decimal point after non-exponent is ok
                return foundDigit;
            }
            if (!allowSigns && (chars[i] == 'd' || chars[i] == 'D' || chars[i] == 'f' || chars[i] == 'F')) {
                return foundDigit;
            }
            if (chars[i] == 'l' || chars[i] == 'L') {
",2,"Slightly more complex condition, but still trivial.",success,done,2026-06-27T22:20:41,gpt-4o-mini,2403,420,2823,0.0,8.169,227
MUT_0198,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,if (!allowSigns && (chars[i] == 'd' || chars[i] == 'D' || chars[i] == 'f' || chars[i] == 'F')) {,"// PIT Mutated: negated conditional
if (!allowSigns && (chars[i] == 'd' || chars[i] == 'D' || chars[i] == 'f' || chars[i] == 'F')) {","                // single trailing decimal point after non-exponent is ok
                return foundDigit;
            }
            if (!allowSigns && (chars[i] == 'd' || chars[i] == 'D' || chars[i] == 'f' || chars[i] == 'F')) {
                return foundDigit;
            }
            if (chars[i] == 'l' || chars[i] == 'L') {
",2,"Slightly more complex condition, but still trivial.",success,done,2026-06-27T22:20:41,gpt-4o-mini,2403,420,2823,0.0,8.169,228
MUT_0199,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,if (!allowSigns && (chars[i] == 'd' || chars[i] == 'D' || chars[i] == 'f' || chars[i] == 'F')) {,"// PIT Mutated: negated conditional
if (!allowSigns && (chars[i] == 'd' || chars[i] == 'D' || chars[i] == 'f' || chars[i] == 'F')) {","                // single trailing decimal point after non-exponent is ok
                return foundDigit;
            }
            if (!allowSigns && (chars[i] == 'd' || chars[i] == 'D' || chars[i] == 'f' || chars[i] == 'F')) {
                return foundDigit;
            }
            if (chars[i] == 'l' || chars[i] == 'L') {
",2,"Slightly more complex condition, but still trivial.",success,done,2026-06-27T22:20:41,gpt-4o-mini,2403,420,2823,0.0,8.169,229
MUT_0200,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,if (!allowSigns && (chars[i] == 'd' || chars[i] == 'D' || chars[i] == 'f' || chars[i] == 'F')) {,"// PIT Mutated: negated conditional
if (!allowSigns && (chars[i] == 'd' || chars[i] == 'D' || chars[i] == 'f' || chars[i] == 'F')) {","                // single trailing decimal point after non-exponent is ok
                return foundDigit;
            }
            if (!allowSigns && (chars[i] == 'd' || chars[i] == 'D' || chars[i] == 'f' || chars[i] == 'F')) {
                return foundDigit;
            }
            if (chars[i] == 'l' || chars[i] == 'L') {
",2,"Slightly more complex condition, but still trivial.",success,done,2026-06-27T22:20:41,gpt-4o-mini,2403,420,2823,0.0,8.169,230
MUT_0201,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,if (!allowSigns && (chars[i] == 'd' || chars[i] == 'D' || chars[i] == 'f' || chars[i] == 'F')) {,"// PIT Mutated: negated conditional
if (!allowSigns && (chars[i] == 'd' || chars[i] == 'D' || chars[i] == 'f' || chars[i] == 'F')) {","                // single trailing decimal point after non-exponent is ok
                return foundDigit;
            }
            if (!allowSigns && (chars[i] == 'd' || chars[i] == 'D' || chars[i] == 'f' || chars[i] == 'F')) {
                return foundDigit;
            }
            if (chars[i] == 'l' || chars[i] == 'L') {
",2,"Negation of a condition that is already complex, likely trivial.",success,done,2026-06-27T22:20:49,gpt-4o-mini,2257,434,2691,0.0,8.727,231
MUT_0207,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,return !allowSigns && foundDigit;,"// PIT Mutated: negated conditional
return !allowSigns && foundDigit;","        }
        // allowSigns is true iff the val ends in 'E'
        // found digit it to make sure weird stuff like '.' and '1E-' doesn't pass
        return !allowSigns && foundDigit;
    }

    /**
",2,"Negation of a condition that is already complex, likely trivial.",success,done,2026-06-27T22:20:49,gpt-4o-mini,2257,434,2691,0.0,8.727,232
MUT_0208,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,return !allowSigns && foundDigit;,"// PIT Mutated: negated conditional
return !allowSigns && foundDigit;","        }
        // allowSigns is true iff the val ends in 'E'
        // found digit it to make sure weird stuff like '.' and '1E-' doesn't pass
        return !allowSigns && foundDigit;
    }

    /**
",2,"Negation of a condition that is already complex, likely trivial.",success,done,2026-06-27T22:20:49,gpt-4o-mini,2257,434,2691,0.0,8.727,233
MUT_0211,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,isCreatable,,BooleanFalseReturnValsMutator,return true;,"// PIT Mutated: replaced boolean return with false for org/apache/commons/lang3/math/NumberUtils::isCreatable
return true;","        if (i < chars.length) {
            if (CharUtils.isAsciiNumeric(chars[i])) {
                // no type qualifier, OK
                return true;
            }
            if (chars[i] == 'e' || chars[i] == 'E') {
                // can't have an E at the last byte
",2,"Trivial mutation, original logic remains unchanged.",success,done,2026-06-27T22:20:58,gpt-4o-mini,2191,434,2625,0.0,10.889,234
MUT_0221,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,isCreatable,,BooleanTrueReturnValsMutator,return false;,"// PIT Mutated: replaced boolean return with true for org/apache/commons/lang3/math/NumberUtils::isCreatable
return false;","                allowSigns = true;
            } else if (isSign(chars[i])) {
                if (!allowSigns) {
                    return false;
                }
                allowSigns = false;
                foundDigit = false; // we need a digit after the E
",2,"Trivial mutation, likely to be caught by existing tests.",success,done,2026-06-27T22:21:09,gpt-4o-mini,2194,431,2625,0.0,8.116,235
MUT_0222,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,isCreatable,,BooleanTrueReturnValsMutator,return false;,"// PIT Mutated: replaced boolean return with true for org/apache/commons/lang3/math/NumberUtils::isCreatable
return false;","                allowSigns = false;
                foundDigit = false; // we need a digit after the E
            } else {
                return false;
            }
            i++;
        }
",2,"Similar to previous mutant, low impact on test outcomes.",success,done,2026-06-27T22:21:09,gpt-4o-mini,2194,431,2625,0.0,8.116,236
MUT_0223,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,isCreatable,,BooleanTrueReturnValsMutator,return false;,"// PIT Mutated: replaced boolean return with true for org/apache/commons/lang3/math/NumberUtils::isCreatable
return false;","            }
            if (chars[i] == 'e' || chars[i] == 'E') {
                // can't have an E at the last byte
                return false;
            }
            if (chars[i] == '.') {
                if (hasDecPoint || hasExp) {
",2,"Trivial change, unlikely to reveal test weaknesses.",success,done,2026-06-27T22:21:09,gpt-4o-mini,2194,431,2625,0.0,8.116,237
MUT_0224,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,isCreatable,,BooleanTrueReturnValsMutator,return false;,"// PIT Mutated: replaced boolean return with true for org/apache/commons/lang3/math/NumberUtils::isCreatable
return false;","            if (chars[i] == '.') {
                if (hasDecPoint || hasExp) {
                    // two decimal points or dec in exponent
                    return false;
                }
                // single trailing decimal point after non-exponent is ok
                return foundDigit;
",2,"Minimal impact, likely to be equivalent to original.",success,done,2026-06-27T22:21:09,gpt-4o-mini,2194,431,2625,0.0,8.116,238
MUT_0228,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,isCreatable,,BooleanTrueReturnValsMutator,return false;,"// PIT Mutated: replaced boolean return with true for org/apache/commons/lang3/math/NumberUtils::isCreatable
return false;","                return foundDigit && !hasExp && !hasDecPoint;
            }
            // last character is illegal
            return false;
        }
        // allowSigns is true iff the val ends in 'E'
        // found digit it to make sure weird stuff like '.' and '1E-' doesn't pass
",2,"Trivial mutation, unlikely to affect test results.",success,done,2026-06-27T22:21:09,gpt-4o-mini,2194,431,2625,0.0,8.116,239
MUT_0231,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,isDigits,,BooleanTrueReturnValsMutator,return StringUtils.isNumeric(str);,"// PIT Mutated: replaced boolean return with true for org/apache/commons/lang3/math/NumberUtils::isDigits
return StringUtils.isNumeric(str);","     * @return {@code true} if str contains only Unicode numeric
     */
    public static boolean isDigits(final String str) {
        return StringUtils.isNumeric(str);
    }

    /**
",2,"Trivial mutation, likely to be equivalent.",success,done,2026-06-27T22:21:17,gpt-4o-mini,2067,406,2473,0.0,7.019,240
MUT_0233,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,isNumber,,BooleanTrueReturnValsMutator,return isCreatable(str);,"// PIT Mutated: replaced boolean return with true for org/apache/commons/lang3/math/NumberUtils::isNumber
return isCreatable(str);","     */
    @Deprecated
    public static boolean isNumber(final String str) {
        return isCreatable(str);
    }

    /**
",2,"Trivial mutation, likely to be equivalent.",success,done,2026-06-27T22:21:17,gpt-4o-mini,2067,406,2473,0.0,7.019,241
MUT_0238,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,if (str.length() == 1) {,"// PIT Mutated: negated conditional
if (str.length() == 1) {","            return false;
        }
        if (str.charAt(0) == '-') {
            if (str.length() == 1) {
                return false;
            }
            return withDecimalsParsing(str, 1);
",2,"Trivial mutation, likely to be equivalent.",success,done,2026-06-27T22:21:17,gpt-4o-mini,2067,406,2473,0.0,7.019,242
MUT_0240,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,isParsable,,BooleanFalseReturnValsMutator,"return withDecimalsParsing(str, 0);","// PIT Mutated: replaced boolean return with false for org/apache/commons/lang3/math/NumberUtils::isParsable
return withDecimalsParsing(str, 0);","            }
            return withDecimalsParsing(str, 1);
        }
        return withDecimalsParsing(str, 0);
    }

    private static boolean isSign(final char ch) {
",2,"Trivial mutation, likely to be equivalent.",success,done,2026-06-27T22:21:17,gpt-4o-mini,2067,406,2473,0.0,7.019,243
MUT_0241,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,isParsable,,BooleanTrueReturnValsMutator,return false;,"// PIT Mutated: replaced boolean return with true for org/apache/commons/lang3/math/NumberUtils::isParsable
return false;","     */
    public static boolean isParsable(final String str) {
        if (StringUtils.isEmpty(str)) {
            return false;
        }
        if (str.charAt(str.length() - 1) == '.') {
            return false;
",2,"Trivial mutation, same return value.",success,done,2026-06-27T22:21:24,gpt-4o-mini,2021,404,2425,0.0,7.002,244
MUT_0242,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,isParsable,,BooleanTrueReturnValsMutator,return false;,"// PIT Mutated: replaced boolean return with true for org/apache/commons/lang3/math/NumberUtils::isParsable
return false;","            return false;
        }
        if (str.charAt(str.length() - 1) == '.') {
            return false;
        }
        if (str.charAt(0) == '-') {
            if (str.length() == 1) {
",2,"Trivial mutation, same return value.",success,done,2026-06-27T22:21:24,gpt-4o-mini,2021,404,2425,0.0,7.002,245
MUT_0243,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,isParsable,,BooleanTrueReturnValsMutator,return false;,"// PIT Mutated: replaced boolean return with true for org/apache/commons/lang3/math/NumberUtils::isParsable
return false;","        }
        if (str.charAt(0) == '-') {
            if (str.length() == 1) {
                return false;
            }
            return withDecimalsParsing(str, 1);
        }
",2,"Trivial mutation, same return value.",success,done,2026-06-27T22:21:24,gpt-4o-mini,2021,404,2425,0.0,7.002,246
