mutant_id,project,version,class_name,method_name,line_number,mutation_operator,original_code,mutated_code,surrounding_context,random_seed
JacksonCore_2f_mutant_572,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_parseFloat,1342,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if (_inputPtr >= _inputEnd && !loadMore()) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  1339: 
  1340:             fract_loop:
  1341:             while (true) {
>>1342:                 if (_inputPtr >= _inputEnd && !loadMore()) {
  1343:                     eof = true;
  1344:                     break fract_loop;
  1345:                 }",42
JacksonCore_9f_mutant_1555,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,parseEscapedName,1978,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if (qlen >= quads.length) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  1975:         }
  1976: 
  1977:         if (currQuadBytes > 0) {
>>1978:             if (qlen >= quads.length) {
  1979:                 _quadBuffer = quads = growArrayBy(quads, quads.length);
  1980:             }
  1981:             quads[qlen++] = pad(currQuad, currQuadBytes);",42
Codec_3f_mutant_33,Codec,3f,org.apache.commons.codec.language.DoubleMetaphone,conditionCH0,836,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"} else if (contains(value, 0, 5, ""CHORE"")) {",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  833:         } else if (!contains(value, index + 1, 5, ""HARAC"", ""HARIS"") &&
  834:                    !contains(value, index + 1, 3, ""HOR"", ""HYM"", ""HIA"", ""HEM"")) {
  835:             return false;
>>836:         } else if (contains(value, 0, 5, ""CHORE"")) {
  837:             return false;
  838:         } else {
  839:             return true;",42
JacksonCore_2f_mutant_404,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_isNextTokenNameYes,952,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"_reportUnexpectedChar(i, ""expected a value"");",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  949:             return;
  950:         case ']':
  951:         case '}':
>>952:             _reportUnexpectedChar(i, ""expected a value"");
  953:         case 't':
  954:             _matchToken(""true"", 1);
  955:             _nextToken = JsonToken.VALUE_TRUE;",42
JacksonCore_2f_mutant_1577,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_finishString2,1571,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (i < INT_SPACE) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1568:                     if (i == INT_QUOTE) {
  1569:                         break;
  1570:                     }
>>1571:                     if (i < INT_SPACE) {
  1572:                         _throwUnquotedSpace(i, ""string value"");
  1573:                     }
  1574:                 }",42
Csv_3f_mutant_42,Csv,3f,org.apache.commons.csv.Lexer,trimTrailingSpaces,121,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,while (length > 0 && Character.isWhitespace(buffer.charAt(length - 1))) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  118: 
  119:     void trimTrailingSpaces(final StringBuilder buffer) {
  120:         int length = buffer.length();
>>121:         while (length > 0 && Character.isWhitespace(buffer.charAt(length - 1))) {
  122:             length = length - 1;
  123:         }
  124:         if (length != buffer.length()) {",42
JacksonCore_10f_mutant_247,JacksonCore,10f,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,addName,791,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,return name;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,"  788:         _names[offset >> 2] = name;
  789:         ++_count;
  790:         _verifyNeedForRehash();
>>791:         return name;
  792:     }
  793: 
  794:     public String addName(String name, int q1, int q2, int q3) {",42
JacksonCore_10f_mutant_132,JacksonCore,10f,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,_findSecondary,680,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if ((q1 == hashArea[offset]) && (q2 == hashArea[offset+1]) && (q3 == hashArea[offset+2]) && (3 == len)) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  677:         final int bucketSize = (1 << _tertiaryShift);
  678:         for (int end = offset + bucketSize; offset < end; offset += 4) {
  679:             int len = hashArea[offset+3];
>>680:             if ((q1 == hashArea[offset]) && (q2 == hashArea[offset+1]) && (q3 == hashArea[offset+2]) && (3 == len)) {
  681:                 return _names[offset >> 2];
  682:             }
  683:             if (len == 0) {",42
JacksonCore_1f_mutant_335,JacksonCore,1f,com.fasterxml.jackson.core.util.TextBuffer,getTextBuffer,317,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (!_hasSegments) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  314:             return (_resultArray = _resultString.toCharArray());
  315:         }
  316:         // Nope; but does it fit in just one segment?
>>317:         if (!_hasSegments) {
  318:             return _currentSegment;
  319:         }
  320:         // Nope, need to have/create a non-segmented array and return it",42
JacksonCore_9f_mutant_2371,JacksonCore,9f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_skipCR,1693,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (_inputBuffer[_inputPtr] == '\n') {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1690:      */
  1691:     protected final void _skipCR() throws IOException {
  1692:         if (_inputPtr < _inputEnd || loadMore()) {
>>1693:             if (_inputBuffer[_inputPtr] == '\n') {
  1694:                 ++_inputPtr;
  1695:             }
  1696:         }",42
JacksonCore_3f_mutant_458,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_nextTokenNotInObject,786,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,return (_currToken = JsonToken.START_OBJECT);,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,"  783:             return (_currToken = JsonToken.START_ARRAY);
  784:         case '{':
  785:             _parsingContext = _parsingContext.createChildObjectContext(_tokenInputRow, _tokenInputCol);
>>786:             return (_currToken = JsonToken.START_OBJECT);
  787:         case ']':
  788:         case '}':
  789:             // Error: neither is valid at this point; valid closers have",42
JacksonCore_10f_mutant_315,JacksonCore,10f,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,calcHash,1037,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,hash += q[1];,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  1034:          */
  1035:         int hash = q[0] ^ _seed;
  1036:         hash += (hash >>> 9);
>>1037:         hash += q[1];
  1038:         hash += (hash >>> 15);
  1039:         hash *= MULT;
  1040:         hash ^= q[2];",42
JacksonCore_3f_mutant_773,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_readBinary,546,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,loadMoreGuaranteed();,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  543:                 if (bits == Base64Variant.BASE64_VALUE_PADDING) {
  544:                     // Ok, must get padding
  545:                     if (_inputPtr >= _inputEnd) {
>>546:                         loadMoreGuaranteed();
  547:                     }
  548:                     ch = _inputBuffer[_inputPtr++] & 0xFF;
  549:                     if (!b64variant.usesPaddingChar(ch)) {",42
Codec_3f_mutant_303,Codec,3f,org.apache.commons.codec.language.DoubleMetaphone,handleG,458,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"result.append('J', 'K');",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  455:             } else if (contains(value, index + 1, 3, ""IER"")) {
  456:                 result.append('J');
  457:             } else {
>>458:                 result.append('J', 'K');
  459:             }
  460:             index += 2;
  461:         } else if (charAt(value, index + 1) == 'G') {",42
JacksonCore_2f_mutant_684,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_parserNumber2,1267,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (c > INT_9 || c < INT_0) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1264:                 return resetInt(negative, intPartLength);
  1265:             }
  1266:             int c = (int) _inputBuffer[_inputPtr++] & 0xFF;
>>1267:             if (c > INT_9 || c < INT_0) {
  1268:                 if (c == '.' || c == 'e' || c == 'E') {
  1269:                     return _parseFloat(outBuf, outPtr, c, negative, intPartLength);
  1270:                 }",42
JacksonCore_2f_mutant_1619,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_handleInvalidNumberStart,1137,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,_reportInvalidEOFInValue();,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  1134:         if (ch == 'I') {
  1135:             if (_inputPtr >= _inputEnd) {
  1136:                 if (!loadMore()) {
>>1137:                     _reportInvalidEOFInValue();
  1138:                 }
  1139:             }
  1140:             ch = _inputBuffer[_inputPtr++];",42
Codec_4f_mutant_170,Codec,4f,org.apache.commons.codec.binary.Base64,encodeBase64,642,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,"return encodeBase64(binaryData, false);",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,"  639:      * @return byte[] containing Base64 characters in their UTF-8 representation.
  640:      */
  641:     public static byte[] encodeBase64(byte[] binaryData) {
>>642:         return encodeBase64(binaryData, false);
  643:     }
  644: 
  645:     /**",42
Codec_8f_mutant_108,Codec,8f,org.apache.commons.codec.binary.Base64,encode,482,org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutator,int b = in[inPos++];,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutator,"  479:                     resizeBuffer();
  480:                 }
  481:                 modulus = (++modulus) % 3;
>>482:                 int b = in[inPos++];
  483:                 if (b < 0) {
  484:                     b += 256;
  485:                 }",42
Codec_1f_mutant_136,Codec,1f,org.apache.commons.codec.language.SoundexUtils,clean,48,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (Character.isLetter(str.charAt(i))) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  45:         char[] chars = new char[len];
  46:         int count = 0;
  47:         for (int i = 0; i < len; i++) {
>>48:             if (Character.isLetter(str.charAt(i))) {
  49:                 chars[count++] = str.charAt(i);
  50:             }
  51:         }",42
JacksonCore_2f_mutant_1211,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,nextFieldName,840,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,_tokenInputTotal = _currInputProcessed + _inputPtr - 1;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  837:             _currToken = null;
  838:             return false;
  839:         }
>>840:         _tokenInputTotal = _currInputProcessed + _inputPtr - 1;
  841:         _tokenInputRow = _currInputRow;
  842:         _tokenInputCol = _inputPtr - _currInputRowStart - 1;
  843: ",42
JacksonCore_2f_mutant_1876,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_parseNumber2,1013,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"if (c == '.') { // yes, fraction",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1010: 
  1011:         int fractLen = 0;
  1012:         // And then see if we get other parts
>>1013:         if (c == '.') { // yes, fraction
  1014:             outBuf[outPtr++] = c;
  1015: 
  1016:             fract_loop:",42
JacksonCore_9f_mutant_2100,JacksonCore,9f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_parseName2,1289,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (!loadMore()) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1286: 
  1287:         while (true) {
  1288:             if (_inputPtr >= _inputEnd) {
>>1289:                 if (!loadMore()) {
  1290:                     _reportInvalidEOF("": was expecting closing '""+((char) endChar)+""' for name"");
  1291:                 }
  1292:             }",42
JacksonCore_10f_mutant_30,JacksonCore,10f,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,_calcTertiaryShift,1197,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (tertSlots <= 256) { // buckets of 8 slots (up to 256 == 32 x 8),PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1194:         if (tertSlots < 64) {
  1195:             return 4;
  1196:         }
>>1197:         if (tertSlots <= 256) { // buckets of 8 slots (up to 256 == 32 x 8)
  1198:             return 5;
  1199:         }
  1200:         if (tertSlots <= 1024) { // buckets of 16 slots (up to 1024 == 64 x 16)",42
JacksonCore_3f_mutant_1255,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,nextIntValue,1115,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (t == JsonToken.START_ARRAY) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1112:             if (t == JsonToken.VALUE_NUMBER_INT) {
  1113:                 return getIntValue();
  1114:             }
>>1115:             if (t == JsonToken.START_ARRAY) {
  1116:                 _parsingContext = _parsingContext.createChildArrayContext(_tokenInputRow, _tokenInputCol);
  1117:             } else if (t == JsonToken.START_OBJECT) {
  1118:                 _parsingContext = _parsingContext.createChildObjectContext(_tokenInputRow, _tokenInputCol);",42
Csv_5f_mutant_61,Csv,5f,org.apache.commons.csv.CSVPrinter,printAndQuote,217,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (c == LF || c == CR || c == quoteChar || c == delimChar) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  214:                 } else {
  215:                     while (pos < end) {
  216:                         c = value.charAt(pos);
>>217:                         if (c == LF || c == CR || c == quoteChar || c == delimChar) {
  218:                             quote = true;
  219:                             break;
  220:                         }",42
JacksonCore_2f_mutant_394,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_isNextTokenNameYes,917,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,++_inputPtr;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  914:         int i;
  915:         if (_inputPtr < (_inputEnd-1) && _inputBuffer[_inputPtr] == INT_COLON) { // fast case first
  916:             i = _inputBuffer[++_inputPtr];
>>917:             ++_inputPtr;
  918:             if (i == INT_QUOTE) {
  919:                 _tokenIncomplete = true;
  920:                 _nextToken = JsonToken.VALUE_STRING;",42
JacksonCore_2f_mutant_646,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_parseNumber,1226,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,c = (int) _inputBuffer[_inputPtr++] & 0xFF;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  1223:                 // Long enough to be split across boundary, so:
  1224:                 return _parserNumber2(outBuf, outPtr, negative, intLen);
  1225:             }
>>1226:             c = (int) _inputBuffer[_inputPtr++] & 0xFF;
  1227:             if (c < INT_0 || c > INT_9) {
  1228:                 break;
  1229:             }",42
Codec_5f_mutant_253,Codec,5f,org.apache.commons.codec.binary.Base64,toIntegerBytes,1054,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,byte[] resizedBytes = new byte[bitlen / 8];,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  1051:             len--;
  1052:         }
  1053:         int startDst = bitlen / 8 - len; // to pad w/ nulls as per spec
>>1054:         byte[] resizedBytes = new byte[bitlen / 8];
  1055:         System.arraycopy(bigBytes, startSrc, resizedBytes, startDst, len);
  1056:         return resizedBytes;
  1057:     }",42
Codec_8f_mutant_8,Codec,8f,org.apache.commons.codec.binary.Base64,<init>,337,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,this.lineLength = lineLength > 0 ? (lineLength / 4) * 4 : 0;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  334:             lineLength = 0;  // disable chunk-separating
  335:             lineSeparator = CHUNK_SEPARATOR;  // this just gets ignored
  336:         }
>>337:         this.lineLength = lineLength > 0 ? (lineLength / 4) * 4 : 0;
  338:         this.lineSeparator = new byte[lineSeparator.length];
  339:         System.arraycopy(lineSeparator, 0, this.lineSeparator, 0, lineSeparator.length);
  340:         if (lineLength > 0) {",42
Codec_7f_mutant_60,Codec,7f,org.apache.commons.codec.binary.Base64,decode,594,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,buffer[pos++] = (byte) ((x >> 16) & MASK_8BITS);,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  591:             switch (modulus) {
  592:                 case 2 :
  593:                     x = x << 6;
>>594:                     buffer[pos++] = (byte) ((x >> 16) & MASK_8BITS);
  595:                     break;
  596:                 case 3 :
  597:                     buffer[pos++] = (byte) ((x >> 16) & MASK_8BITS);",42
Codec_7f_mutant_139,Codec,7f,org.apache.commons.codec.binary.Base64,encode,505,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,modulus = (++modulus) % 3;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  502:                 if (buffer == null || buffer.length - pos < encodeSize) {
  503:                     resizeBuffer();
  504:                 }
>>505:                 modulus = (++modulus) % 3;
  506:                 int b = in[inPos++];
  507:                 if (b < 0) {
  508:                     b += 256;",42
JacksonCore_2f_mutant_1685,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_handleOddValue,1395,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"_matchToken(""NaN"", 1);",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  1392:             }
  1393:             break;
  1394:         case 'N':
>>1395:             _matchToken(""NaN"", 1);
  1396:             if (isEnabled(Feature.ALLOW_NON_NUMERIC_NUMBERS)) {
  1397:                 return resetAsNaN(""NaN"", Double.NaN);
  1398:             }",42
Codec_4f_mutant_236,Codec,4f,org.apache.commons.codec.binary.Base64,setInitialBuffer,427,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (out != null && out.length == outAvail) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  424:     void setInitialBuffer(byte[] out, int outPos, int outAvail) {
  425:         // We can re-use consumer's original output array under
  426:         // special circumstances, saving on some System.arraycopy().
>>427:         if (out != null && out.length == outAvail) {
  428:             buffer = out;
  429:             pos = outPos;
  430:             readPos = outPos;",42
JacksonCore_8f_mutant_66,JacksonCore,8f,com.fasterxml.jackson.core.util.TextBuffer,contentsAsDecimal,381,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,"return NumberInput.parseBigDecimal(_currentSegment, 0, _currentSize);",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,"  378:         }
  379:         // Or if not, just a single buffer (the usual case)
  380:         if ((_segmentSize == 0) && (_currentSegment != null)) {
>>381:             return NumberInput.parseBigDecimal(_currentSegment, 0, _currentSize);
  382:         }
  383:         // If not, let's just get it aggregated...
  384:         return NumberInput.parseBigDecimal(contentsAsArray());",42
JacksonCore_4f_mutant_171,JacksonCore,4f,com.fasterxml.jackson.core.util.TextBuffer,resultArray,699,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (size < 1) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  696:         }
  697:         // nope, not shared
  698:         int size = size();
>>699:         if (size < 1) {
  700:             return NO_CHARS;
  701:         }
  702:         int offset = 0;",42
JacksonCore_2f_mutant_428,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_matchToken,2464,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if (((_inputPtr >= _inputEnd) && !loadMore()),PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  2461:         final int len = matchStr.length();
  2462: 
  2463:         do {
>>2464:             if (((_inputPtr >= _inputEnd) && !loadMore())
  2465:                 ||  (_inputBuffer[_inputPtr] != matchStr.charAt(i))) {
  2466:                 _reportInvalidToken(matchStr.substring(0, i));
  2467:             }",42
Codec_6f_mutant_11,Codec,6f,org.apache.commons.codec.binary.Base64InputStream,read,141,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,} else if (offset < 0 || len < 0) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  138:     public int read(byte b[], int offset, int len) throws IOException {
  139:         if (b == null) {
  140:             throw new NullPointerException();
>>141:         } else if (offset < 0 || len < 0) {
  142:             throw new IndexOutOfBoundsException();
  143:         } else if (offset > b.length || offset + len > b.length) {
  144:             throw new IndexOutOfBoundsException();",42
JacksonCore_10f_mutant_470,JacksonCore,10f,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,rehash,1139,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (copyCount != oldCount) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1136: 
  1137:         // Sanity checks: since corruption difficult to detect, assert explicitly
  1138:         // with production code
>>1139:         if (copyCount != oldCount) {
  1140:             throw new IllegalStateException(""Failed rehash(): old count=""+oldCount+"", copyCount=""+copyCount);
  1141:         }
  1142:     }",42
JacksonCore_9f_mutant_2110,JacksonCore,9f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_parseName2,1321,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,_textBuffer.setCurrentLength(outPtr);,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  1318:                 outPtr = 0;
  1319:             }
  1320:         }
>>1321:         _textBuffer.setCurrentLength(outPtr);
  1322:         {
  1323:             TextBuffer tb = _textBuffer;
  1324:             char[] buf = tb.getTextBuffer();",42
JacksonCore_3f_mutant_251,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_finishString2,2176,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"final int max = Math.min(_inputEnd, (ptr + (outBuf.length - outPtr)));",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  2173:                     outBuf = _textBuffer.finishCurrentSegment();
  2174:                     outPtr = 0;
  2175:                 }
>>2176:                 final int max = Math.min(_inputEnd, (ptr + (outBuf.length - outPtr)));
  2177:                 while (ptr < max) {
  2178:                     c = (int) inputBuffer[ptr++] & 0xFF;
  2179:                     if (codes[c] != 0) {",42
JacksonCore_9f_mutant_806,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_readBinary,551,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"out.write(buffer, 0, outputPtr);",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  548:             // enough room? If not, flush
  549:             if (outputPtr > outputEnd) {
  550:                 outputCount += outputPtr;
>>551:                 out.write(buffer, 0, outputPtr);
  552:                 outputPtr = 0;
  553:             }
  554: ",42
JacksonCore_9f_mutant_1438,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,nextFieldName,1015,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,return nameStr;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,"  1012:         if (i == INT_QUOTE) {
  1013:             _tokenIncomplete = true;
  1014:             _nextToken = JsonToken.VALUE_STRING;
>>1015:             return nameStr;
  1016:         }
  1017:         JsonToken t;
  1018:         switch (i) {",42
JacksonCore_3f_mutant_527,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_parseAposName,1934,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"_reportInvalidEOF("" in field name"");",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  1931:             }
  1932:             if (_inputPtr >= _inputEnd) {
  1933:                 if (!loadMore()) {
>>1934:                     _reportInvalidEOF("" in field name"");
  1935:                 }
  1936:             }
  1937:             ch = _inputBuffer[_inputPtr++] & 0xFF;",42
JacksonCore_5f_mutant_9,JacksonCore,5f,com.fasterxml.jackson.core.JsonPointer,_parseIndex,189,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (len == 0 || len > 10) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  186:         final int len = str.length();
  187:         // [Issue#133]: beware of super long indexes; assume we never
  188:         // have arrays over 2 billion entries so ints are fine.
>>189:         if (len == 0 || len > 10) {
  190:             return -1;
  191:         }
  192:         for (int i = 0; i < len; ++i) {",42
Codec_3f_mutant_35,Codec,3f,org.apache.commons.codec.language.DoubleMetaphone,conditionCH0,832,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,return false;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,"  829:      */
  830:     private boolean conditionCH0(String value, int index) {
  831:         if (index != 0) {
>>832:             return false;
  833:         } else if (!contains(value, index + 1, 5, ""HARAC"", ""HARIS"") &&
  834:                    !contains(value, index + 1, 3, ""HOR"", ""HYM"", ""HIA"", ""HEM"")) {
  835:             return false;",42
Codec_3f_mutant_459,Codec,3f,org.apache.commons.codec.language.DoubleMetaphone,handleS,647,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"result.append('S', 'X');",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  644:             // ""snider"" match ""schneider"" --//
  645:             //-- also, -sz- in slavic language altho in hungarian it //
  646:             //   is pronounced ""s"" --//
>>647:             result.append('S', 'X');
  648:             index = contains(value, index + 1, 1, ""Z"") ? index + 2 : index + 1;
  649:         } else if (contains(value, index, 2, ""SC"")) {
  650:             index = handleSC(value, result, index);",42
JacksonCore_9f_mutant_1553,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,parseEscapedName,1969,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if (_inputPtr >= _inputEnd) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  1966:                 currQuad = ch;
  1967:                 currQuadBytes = 1;
  1968:             }
>>1969:             if (_inputPtr >= _inputEnd) {
  1970:                 if (!loadMore()) {
  1971:                     _reportInvalidEOF("" in field name"");
  1972:                 }",42
JacksonCore_2f_mutant_933,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_skipUtf8_4,3033,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,if ((d & 0xC0) != 0x080) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  3030:             loadMoreGuaranteed();
  3031:         }
  3032:         int d = (int) _inputBuffer[_inputPtr++];
>>3033:         if ((d & 0xC0) != 0x080) {
  3034:             _reportInvalidOther(d & 0xFF, _inputPtr);
  3035:         }
  3036:         if (_inputPtr >= _inputEnd) {",42
